Name,Artist,Album,Genres,Popularity,Available,Explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,type,track_href,analysis_url,track_uri,artist_uri,album_uri
Black Kennedy,"['August Greene', 'Common', 'Robert Glasper', 'Karriem Riggins']",August Greene,"['alternative hip hop', 'alternative r&b', 'chicago rap', 'conscious hip hop', 'contemporary jazz', 'gangster rap', 'hip hop', 'indie jazz', 'indie soul', 'jazz rap', 'modern jazz piano', 'neo soul', 'political hip hop', 'rap', 'wonky']",34,True,False,0.784,0.562,10,-10.886,1,0.413,0.0613,2.05e-06,0.081,0.582,91.099,252994,4,audio_features,https://api.spotify.com/v1/tracks/6yqh2nC9bh6AmERjlxaQ69,https://api.spotify.com/v1/audio-analysis/6yqh2nC9bh6AmERjlxaQ69,spotify:track:6yqh2nC9bh6AmERjlxaQ69,"['spotify:artist:7KIFh8WDiqlz1Dlopd03cy', 'spotify:artist:2GHclqNVjqGuiE5mA7BEoc', 'spotify:artist:5cM1PvItlR21WUyBnsdMcn', 'spotify:artist:6e7BQ0gM6o8ecMXRZkXxlZ']",spotify:album:04o9bBHEVUGabrMRo3vzuy
Seeker,"['Hiromi', 'Anthony Jackson', 'Simon Phillips']",Alive,"['electric bass', 'japanese jazz', 'japanese jazz fusion', 'jazz', 'jazz fusion', 'modern jazz piano']",0,True,False,0.681,0.322,8,-13.687,1,0.039,0.473,0.906,0.0673,0.376,89.152,445133,4,audio_features,https://api.spotify.com/v1/tracks/2QcTsUlTKcrkIH3XVmML7Y,https://api.spotify.com/v1/audio-analysis/2QcTsUlTKcrkIH3XVmML7Y,spotify:track:2QcTsUlTKcrkIH3XVmML7Y,"['spotify:artist:7DeuppKQdCVhuWrzzCBBpc', 'spotify:artist:4jSvNq6yedPhkC4p3zlznC', 'spotify:artist:1OGCS507PQzgLappLg26AK']",spotify:album:0hwCAmfVxaP1Mu1UazjmEN
Downtime,['Robert Glasper Trio'],Double Booked,"['indie jazz', 'jazz trio']",33,True,False,0.457,0.349,1,-14.241,1,0.0586,0.578,0.235,0.293,0.398,171.291,321547,4,audio_features,https://api.spotify.com/v1/tracks/2fxoHBxwjTHWRlXcDSmquL,https://api.spotify.com/v1/audio-analysis/2fxoHBxwjTHWRlXcDSmquL,spotify:track:2fxoHBxwjTHWRlXcDSmquL,['spotify:artist:1X9fqdEbrb6E8KjqC09GDJ'],spotify:album:4VWTfhCRysym3Ge7fE0i7F
Vinta,['Crumb'],Crumb,"['indie garage rock', 'neo-psychedelic']",0,True,False,0.421,0.727,8,-8.273,0,0.0365,0.0132,0.565,0.223,0.486,112.603,299960,4,audio_features,https://api.spotify.com/v1/tracks/71UsuepAxDwu0aP6IoWYRP,https://api.spotify.com/v1/audio-analysis/71UsuepAxDwu0aP6IoWYRP,spotify:track:71UsuepAxDwu0aP6IoWYRP,['spotify:artist:4kSGbjWGxTchKpIxXPJv0B'],spotify:album:3KlT3WRjpdhXsBZ2rRlYFO
Almost Like Being in Love,"['Red Garland', 'Paul Chambers', 'Art Taylor']",Red Garland's Piano,"['bebop', 'contemporary post-bop', 'hard bop', 'jazz', 'jazz double bass', 'jazz drums', 'jazz piano', 'stride']",0,True,False,0.56,0.345,0,-12.579,0,0.0415,0.877,0.378,0.102,0.704,93.78,290293,4,audio_features,https://api.spotify.com/v1/tracks/2ZpgLllvUoOivQORsHAhmV,https://api.spotify.com/v1/audio-analysis/2ZpgLllvUoOivQORsHAhmV,spotify:track:2ZpgLllvUoOivQORsHAhmV,"['spotify:artist:35iymrFS4VnsKn35ebHKX9', 'spotify:artist:0M1UOBJZ9tcKJbrbnVlHZG', 'spotify:artist:3CsHGnB9qK3KYH7xmyGAGX']",spotify:album:1M5dFOkC5tn1gJVnzx4yz3
Monk's Dream - Take 8,['Thelonious Monk'],Monk's Dream,"['bebop', 'jazz', 'jazz piano', 'jazz trio', 'uk contemporary jazz']",46,True,False,0.698,0.278,5,-15.425,1,0.0508,0.572,0.0233,0.105,0.77,81.079,385467,4,audio_features,https://api.spotify.com/v1/tracks/0488kXJ1YnLMrrM1ssJnev,https://api.spotify.com/v1/audio-analysis/0488kXJ1YnLMrrM1ssJnev,spotify:track:0488kXJ1YnLMrrM1ssJnev,['spotify:artist:4PDpGtF16XpqvXxsrFwQnN'],spotify:album:5VTlqV8lZH3YspQ1cDcjrL
Let's Fall In Love,['Diana Krall'],When I Look In Your Eyes,"['adult standards', 'contemporary vocal jazz', 'jazz pop', 'lounge', 'vocal jazz']",0,True,False,0.615,0.177,5,-16.925,0,0.0465,0.82,0.000186,0.135,0.384,124.559,258856,4,audio_features,https://api.spotify.com/v1/tracks/4ZBYSNcjjn3ZF1qZnZeddt,https://api.spotify.com/v1/audio-analysis/4ZBYSNcjjn3ZF1qZnZeddt,spotify:track:4ZBYSNcjjn3ZF1qZnZeddt,['spotify:artist:5z1VAFwT35EVvCp1XlZZuL'],spotify:album:0iZZwv2fp5uF8hTYFNWFbW
Bones,['Crumb'],Crumb,"['indie garage rock', 'neo-psychedelic']",0,True,False,0.535,0.605,11,-9.715,0,0.0355,0.164,0.401,0.558,0.399,90.922,193987,4,audio_features,https://api.spotify.com/v1/tracks/0U0gZhiusaKvvqHe8w7B1X,https://api.spotify.com/v1/audio-analysis/0U0gZhiusaKvvqHe8w7B1X,spotify:track:0U0gZhiusaKvvqHe8w7B1X,['spotify:artist:4kSGbjWGxTchKpIxXPJv0B'],spotify:album:3KlT3WRjpdhXsBZ2rRlYFO
Locket,['Crumb'],Locket,"['indie garage rock', 'neo-psychedelic']",0,True,False,0.393,0.481,1,-10.462,1,0.0273,0.758,0.73,0.0869,0.0763,98.462,318379,4,audio_features,https://api.spotify.com/v1/tracks/26AhgCPP2OKAnF4AyBf2Kg,https://api.spotify.com/v1/audio-analysis/26AhgCPP2OKAnF4AyBf2Kg,spotify:track:26AhgCPP2OKAnF4AyBf2Kg,['spotify:artist:4kSGbjWGxTchKpIxXPJv0B'],spotify:album:7MTfe1MFeQcc6ENWOhwQlz
Plants,['Crumb'],Plants,"['indie garage rock', 'neo-psychedelic']",0,True,False,0.494,0.406,11,-10.725,0,0.0416,0.607,0.53,0.122,0.219,81.067,191904,4,audio_features,https://api.spotify.com/v1/tracks/4KDVWd4zUHrfJHyuOuvLJP,https://api.spotify.com/v1/audio-analysis/4KDVWd4zUHrfJHyuOuvLJP,spotify:track:4KDVWd4zUHrfJHyuOuvLJP,['spotify:artist:4kSGbjWGxTchKpIxXPJv0B'],spotify:album:67J8Q5ezGbpcP0ntR972gF
Corcovado,"['Stan Getz', 'João Gilberto', 'Astrud Gilberto', 'Antônio Carlos Jobim']",Jazz Samba,"['adult standards', 'bossa nova', 'brazilian classical', 'brazilian jazz', 'cool jazz', 'jazz', 'jazz guitar', 'jazz saxophone', 'latin classical', 'latin jazz', 'lounge', 'mpb', 'samba', 'samba-jazz', 'violao', 'vocal jazz']",0,True,False,0.523,0.137,9,-16.787,0,0.0468,0.963,0.000601,0.131,0.307,127.086,256000,4,audio_features,https://api.spotify.com/v1/tracks/5Tc3jxMrSb6QhyFFWuBVAq,https://api.spotify.com/v1/audio-analysis/5Tc3jxMrSb6QhyFFWuBVAq,spotify:track:5Tc3jxMrSb6QhyFFWuBVAq,"['spotify:artist:0FMucZsEnCxs5pqBjHjIc8', 'spotify:artist:77ZUbcdoU5KCPHNUl8bgQy', 'spotify:artist:5rX2c1zow6hCph8PnnU3kF', 'spotify:artist:3pO5VjZ4wOHCMBXOvbMISG']",spotify:album:0WZPK6mcu9yrNmWoJwQFH6
Humpty Dumpty,"['Aruan Ortiz', 'Francisco Mela', 'Esperanza Espalding']",Junjo,[],15,True,False,0.329,0.225,6,-22.669,1,0.052,0.769,0.901,0.105,0.294,196.542,351053,3,audio_features,https://api.spotify.com/v1/tracks/0zPUnb9qUMUqy6w0opddLL,https://api.spotify.com/v1/audio-analysis/0zPUnb9qUMUqy6w0opddLL,spotify:track:0zPUnb9qUMUqy6w0opddLL,"['spotify:artist:7hUIvu0Ug9wqqjtaoCtv1o', 'spotify:artist:6Dr6rtrDwimdo13y0Yja6o', 'spotify:artist:7f8t2GFOHZwXba1fQSUCXf']",spotify:album:5dOs8cDC3Dib3LvhYfOeZf
Donna Lee,['Cory Henry'],Gotcha Now Doc,"['indie soul', 'jazz organ', 'modern funk', 'retro soul']",21,True,False,0.518,0.53,1,-11.485,1,0.0614,0.74,0.722,0.574,0.749,116.868,238438,4,audio_features,https://api.spotify.com/v1/tracks/6CYFEVhc3BdAaMcS0G4P68,https://api.spotify.com/v1/audio-analysis/6CYFEVhc3BdAaMcS0G4P68,spotify:track:6CYFEVhc3BdAaMcS0G4P68,['spotify:artist:21SOnTj5ECwVXeBUTRcP3s'],spotify:album:7pHAuTN3sOfBQyouX96uOd
I Don't Know What I Can Save You From,['Kings of Convenience'],Quiet Is The New Loud,"['bergen indie', 'melancholia', 'norwegian indie']",52,True,False,0.619,0.284,3,-15.547,1,0.0286,0.938,0.774,0.123,0.696,91.943,277507,4,audio_features,https://api.spotify.com/v1/tracks/05qTeP4xG8KXoRhN2HdKjS,https://api.spotify.com/v1/audio-analysis/05qTeP4xG8KXoRhN2HdKjS,spotify:track:05qTeP4xG8KXoRhN2HdKjS,['spotify:artist:41AbNVba2ccpmcc9QtOJE7'],spotify:album:7MjceL6iPFM86qxxeWCVEz
Boat Behind,['Kings of Convenience'],Declaration Of Dependence,"['bergen indie', 'melancholia', 'norwegian indie']",55,True,False,0.714,0.333,0,-12.961,1,0.028,0.846,0.0231,0.154,0.647,94.857,220600,4,audio_features,https://api.spotify.com/v1/tracks/3ooB1pAGbXWfm74Jqh7Zfh,https://api.spotify.com/v1/audio-analysis/3ooB1pAGbXWfm74Jqh7Zfh,spotify:track:3ooB1pAGbXWfm74Jqh7Zfh,['spotify:artist:41AbNVba2ccpmcc9QtOJE7'],spotify:album:1jsDXIvC8IFffURwvjwxfS
Mrs. Cold,['Kings of Convenience'],Declaration Of Dependence,"['bergen indie', 'melancholia', 'norwegian indie']",59,True,False,0.755,0.366,3,-13.459,1,0.0548,0.86,0.0655,0.111,0.674,96.317,186467,4,audio_features,https://api.spotify.com/v1/tracks/0wi8l8td4g1AqsiLGvMzbi,https://api.spotify.com/v1/audio-analysis/0wi8l8td4g1AqsiLGvMzbi,spotify:track:0wi8l8td4g1AqsiLGvMzbi,['spotify:artist:41AbNVba2ccpmcc9QtOJE7'],spotify:album:1jsDXIvC8IFffURwvjwxfS
Misread,['Kings of Convenience'],Riot On An Empty Street,"['bergen indie', 'melancholia', 'norwegian indie']",63,True,False,0.637,0.625,6,-9.783,1,0.0382,0.734,0.514,0.128,0.896,160.748,188400,4,audio_features,https://api.spotify.com/v1/tracks/3hxoYmSHzIBwSS2bPTOfbg,https://api.spotify.com/v1/audio-analysis/3hxoYmSHzIBwSS2bPTOfbg,spotify:track:3hxoYmSHzIBwSS2bPTOfbg,['spotify:artist:41AbNVba2ccpmcc9QtOJE7'],spotify:album:5QE8eXeN0q8M7atLb1fT6c
Carry Me,['Bombay Bicycle Club'],"So Long, See You Tomorrow","['alternative dance', 'british indie rock', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'rock', 'stomp and holler']",0,True,False,0.225,0.86,6,-5.394,0,0.0576,0.0077,0.1,0.305,0.307,163.657,265347,5,audio_features,https://api.spotify.com/v1/tracks/4aYr5si8kdSx1LJnGmyFnL,https://api.spotify.com/v1/audio-analysis/4aYr5si8kdSx1LJnGmyFnL,spotify:track:4aYr5si8kdSx1LJnGmyFnL,['spotify:artist:3pTE9iaJTkWns3mxpNQlJV'],spotify:album:49qPGOSoeIjG7bLP28bBLU
The Night Has a Thousand Eyes,['John Coltrane'],Coltrane's Sound,"['bebop', 'free jazz', 'jazz', 'jazz saxophone']",32,True,False,0.542,0.378,2,-14.487,1,0.036,0.717,0.00347,0.083,0.383,112.017,411293,4,audio_features,https://api.spotify.com/v1/tracks/5rVVbOL9bl2RmAh9aNqPp8,https://api.spotify.com/v1/audio-analysis/5rVVbOL9bl2RmAh9aNqPp8,spotify:track:5rVVbOL9bl2RmAh9aNqPp8,['spotify:artist:2hGh5VOeeqimQFxqXvfCUf'],spotify:album:2h8x8HL7N3grURq1OM77ja
Beautiful Love,['Sophie Milman'],Take Love Easy,"['adult standards', 'contemporary vocal jazz', 'lounge', 'vocal jazz']",0,True,False,0.435,0.36,7,-9.571,0,0.0342,0.875,4.44e-05,0.131,0.32,108.75,179373,4,audio_features,https://api.spotify.com/v1/tracks/2wIHqsfA7ozyjbU4EoHOv3,https://api.spotify.com/v1/audio-analysis/2wIHqsfA7ozyjbU4EoHOv3,spotify:track:2wIHqsfA7ozyjbU4EoHOv3,['spotify:artist:19GI8I4UhSpBl8Y9XpKyT4'],spotify:album:0a7Ut6OPSs8SvPDhFXL4ar
Oliv,['Rob Araujo'],Hybrid Eyes,['neo r&b'],0,True,False,0.376,0.0649,5,-20.923,0,0.0406,0.935,0.65,0.115,0.0868,82.09,292995,4,audio_features,https://api.spotify.com/v1/tracks/3deZhX6t5bNwcscFwAZne0,https://api.spotify.com/v1/audio-analysis/3deZhX6t5bNwcscFwAZne0,spotify:track:3deZhX6t5bNwcscFwAZne0,['spotify:artist:6mWAKV1AAFvzxQr7uztRE9'],spotify:album:0abS5gFk7Egemyz4dF3XIc
Disco Yes,"['Tom Misch', 'Poppy Ajudha']",Geography,"['alternative r&b', 'indie soul', 'jazz pop', 'uk contemporary r&b']",62,True,False,0.927,0.551,9,-6.624,0,0.0921,0.42,0.0346,0.298,0.665,123.042,280878,4,audio_features,https://api.spotify.com/v1/tracks/61Ivix5DTnDPVjp1dgLyov,https://api.spotify.com/v1/audio-analysis/61Ivix5DTnDPVjp1dgLyov,spotify:track:61Ivix5DTnDPVjp1dgLyov,"['spotify:artist:1uiEZYehlNivdK3iQyAbye', 'spotify:artist:6oPQiSj92N4mk5jXLtX1bl']",spotify:album:28enuddLPEA914scE6Drvk
It Runs Through Me,"['Tom Misch', 'De La Soul']",Geography,"['alternative hip hop', 'east coast hip hop', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'indie soul', 'jazz pop', 'jazz rap', 'rap']",68,True,False,0.802,0.607,11,-11.028,0,0.289,0.205,0.000748,0.246,0.274,96.916,261881,4,audio_features,https://api.spotify.com/v1/tracks/02CygBCQOIyEuhNZqHHcNx,https://api.spotify.com/v1/audio-analysis/02CygBCQOIyEuhNZqHHcNx,spotify:track:02CygBCQOIyEuhNZqHHcNx,"['spotify:artist:1uiEZYehlNivdK3iQyAbye', 'spotify:artist:1Z8ODXyhEBi3WynYw0Rya6']",spotify:album:28enuddLPEA914scE6Drvk
35mm,"['Rob Araujo', 'quickly, quickly']",Loading...,"['chillhop', 'future bass', 'lo-fi beats', 'neo r&b', 'portland hip hop', 'vapor twitch']",27,True,False,0.483,0.463,5,-16.621,0,0.165,0.298,0.72,0.0742,0.507,76.895,149902,4,audio_features,https://api.spotify.com/v1/tracks/3FAWJ8bJGRXTzaFlChUR1q,https://api.spotify.com/v1/audio-analysis/3FAWJ8bJGRXTzaFlChUR1q,spotify:track:3FAWJ8bJGRXTzaFlChUR1q,"['spotify:artist:6mWAKV1AAFvzxQr7uztRE9', 'spotify:artist:5XTn5Az9AcSKu0oaauC5ES']",spotify:album:4y8bbM87BQLJSXyuPpoXQo
Rainy,"['Rob Araujo', 'Declan Miers']",Loading...,['neo r&b'],30,True,False,0.537,0.478,7,-17.61,1,0.111,0.0665,0.658,0.347,0.957,86.603,60690,4,audio_features,https://api.spotify.com/v1/tracks/4KUiQdFuZVeiD0vNuZZxcJ,https://api.spotify.com/v1/audio-analysis/4KUiQdFuZVeiD0vNuZZxcJ,spotify:track:4KUiQdFuZVeiD0vNuZZxcJ,"['spotify:artist:6mWAKV1AAFvzxQr7uztRE9', 'spotify:artist:3k7CekVyE74IPWO2T9pZRa']",spotify:album:4y8bbM87BQLJSXyuPpoXQo
In Your Arms,['M1LDL1FE'],Pairs,"['singaporean indie', 'singaporean pop']",22,True,False,0.651,0.786,11,-4.767,0,0.0363,0.00724,0.000168,0.0748,0.741,120.037,242493,4,audio_features,https://api.spotify.com/v1/tracks/0PxMISEZ8vkarGgChyllv0,https://api.spotify.com/v1/audio-analysis/0PxMISEZ8vkarGgChyllv0,spotify:track:0PxMISEZ8vkarGgChyllv0,['spotify:artist:4dDWr3bmcGdlbLsWofWail'],spotify:album:7xhVCQO5S7cwpyKmhSxI0r
"Roll One Up, Homie",['Rob Araujo'],Loading...,['neo r&b'],29,True,False,0.665,0.535,4,-8.778,0,0.0746,0.39,0.00709,0.858,0.513,91.35,205014,4,audio_features,https://api.spotify.com/v1/tracks/6kMTUktQ2yjTrGPx2GfbJd,https://api.spotify.com/v1/audio-analysis/6kMTUktQ2yjTrGPx2GfbJd,spotify:track:6kMTUktQ2yjTrGPx2GfbJd,['spotify:artist:6mWAKV1AAFvzxQr7uztRE9'],spotify:album:4y8bbM87BQLJSXyuPpoXQo
Diddy Bop (feat. Cam O'bi & Raury),"['Noname', ""Cam O'bi"", 'Raury']",Telefone,"['alternative r&b', 'chicago rap', 'escape room', 'hip hop', 'indie soul', 'neo soul', 'psychedelic hip hop', 'rap', 'underground hip hop']",37,True,True,0.637,0.503,1,-6.927,1,0.336,0.713,0.000113,0.109,0.661,81.061,208000,4,audio_features,https://api.spotify.com/v1/tracks/6JvfBzqZmSiEG5MjM7OcSY,https://api.spotify.com/v1/audio-analysis/6JvfBzqZmSiEG5MjM7OcSY,spotify:track:6JvfBzqZmSiEG5MjM7OcSY,"['spotify:artist:1EpyA68dKpjf7jXmQL88Hy', 'spotify:artist:4jqFe1fd5uul2XSSxsRvbZ', 'spotify:artist:2PU4qFehXQF7WnlFsJpBiJ']",spotify:album:18Scpsg5OV1iYNtSaCsjwz
All Systems,['Motek'],Alteration (The Motek Acoustic Edition),"['belgian indie rock', 'belgian rock']",3,True,False,0.575,0.563,1,-15.156,1,0.0362,0.221,0.898,0.122,0.212,111.041,425187,4,audio_features,https://api.spotify.com/v1/tracks/27G7qOqlYk6iOaTHwQWy2C,https://api.spotify.com/v1/audio-analysis/27G7qOqlYk6iOaTHwQWy2C,spotify:track:27G7qOqlYk6iOaTHwQWy2C,['spotify:artist:44udSjuKRoPdm8mdvuodGA'],spotify:album:42Qj5YHLeYAnthm2Lj7A3J
East Healey Street,['Matt Quentin'],East Healey Street,"['chillhop', 'indie soul']",46,True,False,0.719,0.418,2,-13.883,0,0.0642,0.881,0.935,0.115,0.321,87.699,163636,4,audio_features,https://api.spotify.com/v1/tracks/5rhK2aI1xZQWQ8sMocI6y2,https://api.spotify.com/v1/audio-analysis/5rhK2aI1xZQWQ8sMocI6y2,spotify:track:5rhK2aI1xZQWQ8sMocI6y2,['spotify:artist:23cC3RI0hgD5sWmXKPAJuG'],spotify:album:3ygMMaiu0P86Aq5ebvpLMq
Hereafter,['Matt Quentin'],Hereafter,"['chillhop', 'indie soul']",0,True,False,0.444,0.248,1,-12.729,0,0.0554,0.436,0.864,0.367,0.15,86.087,190629,4,audio_features,https://api.spotify.com/v1/tracks/2dtkLLzFb5JRGb9GJG2QEZ,https://api.spotify.com/v1/audio-analysis/2dtkLLzFb5JRGb9GJG2QEZ,spotify:track:2dtkLLzFb5JRGb9GJG2QEZ,['spotify:artist:23cC3RI0hgD5sWmXKPAJuG'],spotify:album:30HT3055OWXVe3h79cpkgP
Morning Dew,['Matt Quentin'],Morning Dew,"['chillhop', 'indie soul']",0,True,False,0.686,0.332,9,-11.759,1,0.0454,0.89,0.342,0.107,0.0745,80.994,237037,4,audio_features,https://api.spotify.com/v1/tracks/32gaGfRgDMrMtcpCqF078U,https://api.spotify.com/v1/audio-analysis/32gaGfRgDMrMtcpCqF078U,spotify:track:32gaGfRgDMrMtcpCqF078U,['spotify:artist:23cC3RI0hgD5sWmXKPAJuG'],spotify:album:5mORcyeS8dLdJA7jRjx2Pn
Yesterday,"['Eric Lau', 'Guilty Simpson', 'Fatima', 'Olivier Day Soul']",The Mission,"['alternative hip hop', 'boom bap', 'detroit hip hop', 'indie jazz', 'indie soul']",8,True,False,0.495,0.672,6,-4.599,1,0.163,0.272,4.07e-06,0.116,0.887,93.762,194247,4,audio_features,https://api.spotify.com/v1/tracks/5hIVhnJ32G7p0TZdTZXMxc,https://api.spotify.com/v1/audio-analysis/5hIVhnJ32G7p0TZdTZXMxc,spotify:track:5hIVhnJ32G7p0TZdTZXMxc,"['spotify:artist:68P6JiHWJsv5VqfLPchS1n', 'spotify:artist:0Zji66LHK0QCC8AUMuyp3h', 'spotify:artist:5uNCGgWH5Id1cW8kh9Sc67', 'spotify:artist:4BqZK0MndElggHn7Q6W8Ay']",spotify:album:44SMFMumdXpYtLhUQmZGaA
Not Alone,"['Eric Lau', 'Tawiah']",One of Many,['indie jazz'],4,True,False,0.527,0.658,10,-6.386,0,0.119,0.208,0.000254,0.17,0.406,94.028,346274,4,audio_features,https://api.spotify.com/v1/tracks/1mAF6XnnrZ9iJJZAqdwNcK,https://api.spotify.com/v1/audio-analysis/1mAF6XnnrZ9iJJZAqdwNcK,spotify:track:1mAF6XnnrZ9iJJZAqdwNcK,"['spotify:artist:68P6JiHWJsv5VqfLPchS1n', 'spotify:artist:7HRQKKdC8gtmcV3DyCmrAN']",spotify:album:7IMLuDwLw8yAdt5OZ54rP1
Everytime,"['Eric Lau', 'Rahel']",One of Many,['indie jazz'],20,True,False,0.781,0.353,1,-7.686,1,0.0415,0.296,0.00895,0.192,0.912,97.212,171833,4,audio_features,https://api.spotify.com/v1/tracks/6HvmgNKihzxTJeSaAzDMHs,https://api.spotify.com/v1/audio-analysis/6HvmgNKihzxTJeSaAzDMHs,spotify:track:6HvmgNKihzxTJeSaAzDMHs,"['spotify:artist:68P6JiHWJsv5VqfLPchS1n', 'spotify:artist:1LweEm9wTeQeRLLtqcxrdX']",spotify:album:7IMLuDwLw8yAdt5OZ54rP1
Lily of the Desert,"['Eric Lau', 'Georgia Anne Muldrow']",One of Many,"['alternative hip hop', 'alternative r&b', 'indie jazz']",13,True,False,0.799,0.507,8,-5.99,0,0.216,0.0932,4.32e-05,0.212,0.842,96.108,242776,4,audio_features,https://api.spotify.com/v1/tracks/1yaUtzybQRljuYx7WQt6rc,https://api.spotify.com/v1/audio-analysis/1yaUtzybQRljuYx7WQt6rc,spotify:track:1yaUtzybQRljuYx7WQt6rc,"['spotify:artist:68P6JiHWJsv5VqfLPchS1n', 'spotify:artist:2RdnkH5txHb9c4vGwq0I31']",spotify:album:7IMLuDwLw8yAdt5OZ54rP1
Get You (feat. Kali Uchis),"['Daniel Caesar', 'Kali Uchis']",Freudian,"['canadian contemporary r&b', 'colombian pop', 'pop', 'r&b']",80,True,False,0.658,0.294,4,-8.533,0,0.0321,0.422,5.2e-05,0.0749,0.358,74.038,278180,4,audio_features,https://api.spotify.com/v1/tracks/7zFXmv6vqI4qOt4yGf3jYZ,https://api.spotify.com/v1/audio-analysis/7zFXmv6vqI4qOt4yGf3jYZ,spotify:track:7zFXmv6vqI4qOt4yGf3jYZ,"['spotify:artist:20wkVLutqVOYrc0kxFs7rA', 'spotify:artist:1U1el3k54VvEUzo3ybLPlM']",spotify:album:3xybjP7r2VsWzwvDQipdM0
Mr. Dynamite,['Ben Williams'],State of Art,[],0,True,False,0.389,0.576,1,-10.045,1,0.0314,0.116,0.781,0.223,0.72,153.324,332093,4,audio_features,https://api.spotify.com/v1/tracks/5JsIqJTzzuPXPCL8QhZQzV,https://api.spotify.com/v1/audio-analysis/5JsIqJTzzuPXPCL8QhZQzV,spotify:track:5JsIqJTzzuPXPCL8QhZQzV,['spotify:artist:2NVNbP5qYO9vHhOPGGuPJV'],spotify:album:4jNh5Osz3pxsP7I1aW97vX
Four,['Miles Davis Quintet'],Workin' (RVG Remaster),"['bebop', 'cool jazz', 'hard bop', 'jazz', 'jazz fusion']",0,True,False,0.466,0.622,3,-7.085,1,0.0436,0.555,0.0,0.37,0.685,98.949,433107,4,audio_features,https://api.spotify.com/v1/tracks/24Fxd2WJpmhVh6sP9DEsCP,https://api.spotify.com/v1/audio-analysis/24Fxd2WJpmhVh6sP9DEsCP,spotify:track:24Fxd2WJpmhVh6sP9DEsCP,['spotify:artist:71Ur25Abq58vksqJINpGdx'],spotify:album:1vktIbBz606HKcMr6Cs6jw
Just One Of Those Things,['Jamie Cullum'],The Pursuit,"['adult standards', 'contemporary vocal jazz', 'jazz pop', 'neo mellow', 'vocal jazz']",23,True,False,0.477,0.638,3,-6.505,0,0.0523,0.677,0.00295,0.34,0.302,105.488,274893,4,audio_features,https://api.spotify.com/v1/tracks/2FaHTzMXkrzuo8Qk0n1HME,https://api.spotify.com/v1/audio-analysis/2FaHTzMXkrzuo8Qk0n1HME,spotify:track:2FaHTzMXkrzuo8Qk0n1HME,['spotify:artist:3XxxEq6BREC57nCWXbQZ7o'],spotify:album:3aupgxil1PxX0V8gPJ67q5
"Wait Until Tomorrow - Live at the House of Blues, Chicago, Illinois, September 22, 2005",['John Mayer'],TRY! - Live In Concert,"['neo mellow', 'singer-songwriter']",34,True,False,0.597,0.924,1,-6.544,1,0.0425,0.165,0.00743,0.127,0.799,109.841,254680,4,audio_features,https://api.spotify.com/v1/tracks/2fvjiDGTsfYFrognon3p6m,https://api.spotify.com/v1/audio-analysis/2fvjiDGTsfYFrognon3p6m,spotify:track:2fvjiDGTsfYFrognon3p6m,['spotify:artist:0hEurMDQu99nJRq8pTxO14'],spotify:album:0X9bvQYYtrAYdkO4OKtYwz
"Good Love Is On the Way - Live at the House of Blues, Chicago, Illinois, September 22, 2005",['John Mayer'],TRY! - Live In Concert,"['neo mellow', 'singer-songwriter']",40,True,False,0.437,0.812,2,-7.12,1,0.0327,0.00897,0.0061,0.164,0.498,90.507,290600,4,audio_features,https://api.spotify.com/v1/tracks/2R6BL25Q3uxUY7y98IHTLU,https://api.spotify.com/v1/audio-analysis/2R6BL25Q3uxUY7y98IHTLU,spotify:track:2R6BL25Q3uxUY7y98IHTLU,['spotify:artist:0hEurMDQu99nJRq8pTxO14'],spotify:album:0X9bvQYYtrAYdkO4OKtYwz
"Who Did You Think I Was - Live at the House of Blues, Chicago, Illinois, September 22, 2005",['John Mayer'],TRY! - Live In Concert,"['neo mellow', 'singer-songwriter']",38,True,False,0.232,0.968,7,-5.597,1,0.102,0.000379,0.136,0.938,0.419,188.686,189160,4,audio_features,https://api.spotify.com/v1/tracks/00gvX9sFwh19OH88f4v4jW,https://api.spotify.com/v1/audio-analysis/00gvX9sFwh19OH88f4v4jW,spotify:track:00gvX9sFwh19OH88f4v4jW,['spotify:artist:0hEurMDQu99nJRq8pTxO14'],spotify:album:0X9bvQYYtrAYdkO4OKtYwz
I Guess I'll Have to Forget,['Christian McBride Trio'],Out Here,"['jazz trio', 'modern jazz trio']",28,True,False,0.507,0.0719,10,-27.334,1,0.0373,0.853,0.892,0.123,0.506,130.637,506656,4,audio_features,https://api.spotify.com/v1/tracks/2EhDOBGOiJGJkiBcdxz7ga,https://api.spotify.com/v1/audio-analysis/2EhDOBGOiJGJkiBcdxz7ga,spotify:track:2EhDOBGOiJGJkiBcdxz7ga,['spotify:artist:3nh2jsKXbzQzTBm5qzVXEP'],spotify:album:14BJkt0RNMcXU14xMmNRxH
